,r,L/r,log_d1,x2,y2,log_d2,x3,y3,log_d3,x4,y4,log_d4,LCOE,distance
0,8.0,0.1000034264485999,5.547542754651831,24.266210287828336,64.50412981468327,5.548818614758559,47.37176881575031,-0.5568212532930796,5.560543492258006,-22.87242901300752,65.98209563108522,5.5581438747010585,0.2196015483657778,96.75574809153132
1,8.0,0.1000014815469441,5.547532103373309,24.26821666764219,64.98384552736813,5.548976001983777,47.03386433999272,-0.2634554115008535,5.557762893618126,-22.73698818199061,65.95895657626278,5.558125976835875,0.2196203116813737,96.19448898518796
2,8.0,0.100001750556954,5.54752063261425,24.26821666764219,64.98384552736813,5.552982531929951,47.07019195505868,-0.3070816759238961,5.557760570741938,-22.302231438455,65.95895657626278,5.557355406139643,0.2196403075312571,95.93602531442082
3,8.0,0.100003252423117,5.547542754651831,24.266210287828336,64.50412981468327,5.553145998187698,47.37176881575031,-0.5568212532930796,5.55690918498683,-22.87242901300752,64.64796571534245,5.558091338264283,0.2196607836353885,95.84316132218724
4,8.0,0.1000011985863722,5.55014644635218,24.26633476694559,64.9774926653884,5.553125392653,47.08224211637437,-0.255309677328339,5.557324322785987,-22.865038574716387,64.53722952042573,5.557956929393083,0.2196896722297894,95.34513732629858
5,8.0,0.1000002306748054,5.547381660625047,24.2059823384056,65.44457043126009,5.552826743225086,47.36518626102196,1.416210701080438,5.55714586133552,-22.615895154866266,65.57644525788739,5.55896030651463,0.2197215964059374,94.94149490355449
6,8.0,0.1000002795268297,5.550020063022699,24.209055660875663,65.35690584867663,5.552965309935548,47.43500427397689,1.440996918757929,5.557294651112184,-22.29802336629849,65.58908560856618,5.558707299223045,0.2197465976419833,94.75058008495208
7,8.0,0.1000012045544396,5.553703287757471,24.20923455737458,64.96825086078243,5.553048359191803,47.47091987794759,1.3830206358137975,5.557337168146079,-22.678936917224263,64.56005612903077,5.558429167230422,0.2197814005091601,94.40519171154897
8,8.0,0.1000000659356493,5.547475589774902,24.26821666764219,65.51761076800246,5.55293086975763,47.29390481973527,1.462199674612239,5.5573370807448725,-22.8872658385558,64.46814732055746,5.559096634785762,0.2197817760489426,94.31408247834342
9,8.0,0.1000012045544396,5.553703287757471,24.266176647862824,64.96825086078243,5.553048359191803,47.05849592629155,1.3830206358137975,5.552947985251111,-22.67609149879144,64.56005612903077,5.558420781882673,0.2198180513423914,94.09702703623392
10,8.0,0.1000002132241342,5.547475589774902,24.26821666764219,65.4856093364402,5.55293086975763,47.07019195505868,1.462199674612239,5.5573370807448725,-22.283085381853795,64.63049596355357,5.559092437452287,0.2198331883089888,93.80890540571389
11,8.0,0.1000011984429894,5.547475589774902,24.26821666764219,65.4856093364402,5.5529287918250265,47.07019195505868,1.4668222169558405,5.5573370807448725,-22.30217909644316,64.46814732055746,5.559110823280327,0.2198456714258496,93.71068685116418
12,8.0,0.1000029675709625,5.553179209257425,24.006851414288697,65.4313495116592,5.553022942301918,46.6555544183569,1.3949368112267817,5.576203656479643,-22.297853362675628,64.52338767368906,5.559099848834511,0.2199038579351915,93.48675709912966
13,8.0,0.1000002086863325,5.547943876037169,23.888368011730197,66.31216583552911,5.548493918437272,47.29702090196496,2.670054077774934,5.560672004469983,-22.88177012397887,64.06231059698068,5.561977693758747,0.2199173908313049,93.2420070053356
14,8.0,0.1000000322066321,5.547943876037169,23.888368011730197,66.29198645400272,5.553444670625348,47.38528503644343,3.001291631612146,5.560672004469983,-22.88177012397887,63.89595515709535,5.558318597153168,0.2199606802247327,92.9818212706099
15,8.0,0.1000020564753895,5.56043393102615,24.26808505526226,65.86074812168563,5.5541908067384105,47.099043891047785,2.427579466312995,5.557398994412488,-22.386003430866577,63.64535054196987,5.574294324128075,0.2200135891492925,92.6055467928364
16,8.0,0.1000020564753895,5.56043393102615,24.265369321656703,65.86074812168563,5.5541908067384105,47.099043891047785,2.427579466312995,5.555632688371848,-22.386003430866577,63.508654048444086,5.574626455512582,0.2200299641045065,92.5152391416492
17,8.0,0.1000000805000319,5.560688550289834,23.948735186594536,66.28337228096932,5.5548000858937066,46.641186903112335,2.7686656781701666,5.5591660725548495,-22.438578564677545,63.924801246056205,5.568100914203106,0.2200661050592432,92.26097178483712
18,8.0,0.1000034305673841,5.54778481661408,24.266210287828336,66.42126464817449,5.553078172344029,47.37176881575031,3.941890497716853,5.5604075669362185,-22.851305556456843,63.48107056328941,5.5581438747010585,0.2201258404792507,92.0662486319781
19,8.0,0.1000029629541161,5.558543932720431,23.895258005811765,66.310860505358,5.552958416828668,46.62556810142366,3.941878321059994,5.584546993725291,-22.854199623197644,63.93529366386508,5.561734113366458,0.2201818085792811,91.7967755836862
20,8.0,0.1000003576749895,5.54778481661408,24.266210287828336,66.31484065772914,5.553076683144041,47.37176881575031,3.876374049127111,5.560488348857037,-22.163197732701533,63.43507578950022,5.5741116750417765,0.2202040167460864,91.5551774936461
21,8.0,0.1000029813094338,5.558752323620176,23.895258005811765,66.31109117651042,5.552958416828668,46.62534718277538,3.949661581357024,5.560440309360434,-22.655221927493407,63.47147156795483,5.561986011156503,0.2202351322564383,91.3380704871927
22,8.0,0.1000029813094338,5.558761506273506,23.895253718561804,66.31809067824801,5.557922962167577,46.62534718277538,3.9577497300062423,5.56039673778886,-22.655221927493407,63.068292390555726,5.561986011156503,0.2202830100660153,91.07059629686944
23,8.0,0.1000034305673841,5.54778481661408,23.653309174248868,66.50041437437542,5.553078172344029,46.69509207592192,4.0333923860137215,5.560996776564932,-22.15899766044217,63.61407672282666,5.558846101831184,0.2203218982697615,91.0535206319131
24,8.0,0.1000000910294991,5.560230856481831,23.39163194744124,66.82169251770965,5.55335426163952,46.65762980823312,3.928792613211411,5.579831147096471,-22.841037946080192,62.39266894208006,5.584655331065237,0.2203759765798041,90.8189939110849
25,8.0,0.100000075422368,5.560142209520754,23.705832076272845,66.83140393365872,5.554847757259666,46.65762980823312,4.099968794772353,5.580383227057057,-22.8410268197233,62.40435650463557,5.559124817019469,0.220378593586758,90.7163981830884
26,8.0,0.1000011641366045,5.5477107795024185,23.69975054545205,66.45529296002645,5.552623473053173,46.245585837284295,3.95901315178196,5.577475509715276,-22.84127826151284,62.42728521495757,5.580298809497244,0.2204178929753714,90.50709159540584
27,8.0,0.1000040976503418,5.558596459730372,23.907172113795564,67.34604753170233,5.557527135113317,46.22982371273132,3.9487247034129145,5.5794332324531,-22.16375131993081,62.9788280180168,5.574162124873364,0.2204852347148476,90.34508400063169
28,8.0,0.1000148993343086,5.549780208823557,23.891105359950377,66.29737804936072,5.554006499140273,46.60611113883108,3.744827632943008,5.575426165335167,-22.298179460667104,61.8799913212931,5.556609620440496,0.2205224975453251,90.1526401171444
29,8.0,0.1000003787593033,5.549797775329656,23.891105359950377,66.30653880432354,5.554009563301295,46.62958310608151,4.418856557202983,5.557965565697454,-22.586672887626676,61.75285079339238,5.556927803658271,0.2205915449596793,89.87812297139912
30,8.0,0.1000062874239712,5.549780208823557,23.891105359950377,66.30125687515972,5.554009563301295,46.62958310608151,4.418856557202983,5.575015847551119,-22.387836510119783,61.75285079339238,5.556927803658271,0.2206125248036811,89.72508626663006
31,8.0,0.1000000684333711,5.550118779636522,23.707534635276502,67.34013124956711,5.55284532858152,47.04588543737773,5.75606842170636,5.578155401212197,-22.60545486487949,61.90449625565744,5.574515387051613,0.2206521025567424,89.46482635161851
32,8.0,0.1000000684333711,5.548635239528248,23.707534635276502,67.34337776357802,5.55284532858152,47.04588543737773,6.103832495650308,5.579976496246392,-22.60545486487949,61.92237004246658,5.574515277864865,0.2207095605520593,89.25815559245093
33,8.0,0.1000000590588441,5.548517171628906,24.26788000965525,67.32698748374806,5.553886241845482,47.11966689124721,6.109920990793203,5.580116655361732,-22.176931715712,61.9217778770269,5.57450146884167,0.2207820827708968,88.97742380842149
34,8.0,0.1000000140861896,5.550000711737181,23.91907483492351,67.3400496119865,5.553886241845482,46.24642794173064,5.762156916849254,5.578295560327538,-22.176931715712,61.90390409021775,5.574501578028418,0.220885376956316,88.50792011164978
