,S1,S1_conf
omega,1.558300772282293e-05,4.7481382485972e-05
wave_heading,0.007910216823901084,4.040188187124809
wave_amplitude,9.848225177056296e-08,0.00010297268132063132
interest,8.299124471124672e-06,6.433764476023377e-05
n_avail,3.4068193841940116e-07,4.6088910875190436e-05
L,1.0675630216167157e-07,3.6989881688896976e-05
array_scaling_factor,1.7300975473564263e-07,2.2192449304232356e-05
