,ST,ST_conf
omega,0.9032695772777474,0.8569873299879256
wave_heading,1.0083643969427698,7.746637897260068
wave_amplitude,5.401741829661173e-05,0.04434122612115989
interest,0.25756678034405295,0.2428326681813858
n_avail,0.0005331249279597617,0.0013809615862145363
L,3.2356427420187087e-05,0.004727011616432805
array_scaling_factor,8.133668450928145e-05,0.002104433106890335
