,ST,ST_conf
omega,1.0000610388889593,0.1433633304227187
wave_heading,1.0000610388889593,0.05265045574527612
wave_amplitude,1.0000610388889593,0.013330012854642118
interest,1.0000610388889593,0.05096307488891249
n_avail,1.0000610388889593,0.015008069232361462
L,1.0000610388889593,0.049741508413592005
array_scaling_factor,1.0000610388889593,0.0157790692125651
